Project Name,Package Name,Type Name,Code Smell
forkassn3,de.hysky.skyblocker.skyblock.crimson.dojo,DisciplineTestHelper,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.crimson.dojo,SwiftnessTestHelper,Cyclic-Dependent Modularization
forkassn3,de.hysky.skyblocker.skyblock.crimson.dojo,ControlTestHelper,Cyclic-Dependent Modularization
forkassn3,de.hysky.skyblocker.skyblock.rift,MirrorverseWaypoints,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.rift,TwinClawsIndicator,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.rift,EffigyWaypoints,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.rift,StakeIndicator,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.rift,ManiaIndicator,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.garden,FarmingHudWidget,Deficient Encapsulation
forkassn3,de.hysky.skyblocker.skyblock.garden,FarmingHudWidget,Cyclic-Dependent Modularization
forkassn3,de.hysky.skyblocker.skyblock.garden,VisitorHelper,Cyclic-Dependent Modularization
forkassn3,de.hysky.skyblocker.skyblock.garden,FarmingHud,Deficient Encapsulation
forkassn3,de.hysky.skyblocker.skyblock.garden,FarmingHud,Cyclic-Dependent Modularization
forkassn3,de.hysky.skyblocker.skyblock.garden,LowerSensitivity,Cyclic-Dependent Modularization
forkassn3,de.hysky.skyblocker.skyblock.garden,FarmingHudConfigScreen,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.tabhud.widget,DungeonPlayerWidget,Deficient Encapsulation
forkassn3,de.hysky.skyblocker.skyblock.tabhud.widget,DungeonPlayerWidget,Cyclic-Dependent Modularization
forkassn3,de.hysky.skyblocker.skyblock.tabhud.widget,ErrorWidget,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.tabhud.widget,ElectionWidget,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.tabhud.widget,VolcanoWidget,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.tabhud.widget,DungeonDeathWidget,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.tabhud.widget,MinionWidget,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.tabhud.widget,MinionWidget,Deficient Encapsulation
forkassn3,de.hysky.skyblocker.skyblock.tabhud.widget,ProfileWidget,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.tabhud.widget,IslandSelfWidget,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.tabhud.widget,EffectWidget,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.tabhud.widget,UpgradeWidget,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.tabhud.widget,IslandGuestsWidget,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.tabhud.widget,IslandOwnersWidget,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.tabhud.widget,EssenceWidget,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.tabhud.widget,SkillsWidget,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.tabhud.widget,ServerWidget,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.tabhud.widget,GardenServerWidget,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.tabhud.widget,GardenSkillsWidget,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.tabhud.widget,GardenVisitorsWidget,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.tabhud.widget,TrapperWidget,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.tabhud.widget,CameraPositionWidget,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.tabhud.widget,GuestServerWidget,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.tabhud.widget,DungeonPuzzleWidget,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.tabhud.widget,DungeonDownedWidget,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.tabhud.widget,ParkServerWidget,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.tabhud.widget,ForgeWidget,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.tabhud.widget,FireSaleWidget,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.tabhud.widget,PowderWidget,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.tabhud.widget,DungeonServerWidget,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.tabhud.widget,DungeonSecretWidget,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.tabhud.widget,JacobsContestWidget,Deficient Encapsulation
forkassn3,de.hysky.skyblocker.skyblock.tabhud.widget,ReputationWidget,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.tabhud.widget,Widget,Wide Hierarchy
forkassn3,de.hysky.skyblocker.skyblock.tabhud.widget,Widget,Cyclic-Dependent Modularization
forkassn3,de.hysky.skyblocker.skyblock.tabhud.widget,Widget,Insufficient Modularization
forkassn3,de.hysky.skyblocker.skyblock.tabhud.widget,IslandServerWidget,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.tabhud.widget,PlayerListWidget,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.tabhud.widget,CookieWidget,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.tabhud.widget,DungeonBuffWidget,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.tabhud.widget,QuestWidget,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.tabhud.widget,EventWidget,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.tabhud.widget,CommsWidget,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.tabhud.widget,ComposterWidget,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.tabhud.widget.rift,ShenWidget,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.tabhud.widget.rift,GoodToKnowWidget,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.tabhud.widget.rift,RiftProgressWidget,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.tabhud.widget.rift,RiftServerInfoWidget,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.tabhud.widget.rift,AdvertisementWidget,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.tabhud.widget.rift,RiftProfileWidget,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.tabhud.widget.rift,RiftStatsWidget,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.tabhud.widget.component,Component,Deficient Encapsulation
forkassn3,de.hysky.skyblocker.skyblock.tabhud.widget.component,PlayerComponent,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.tabhud.widget.hud,HudCommsWidget,Deficient Encapsulation
forkassn3,de.hysky.skyblocker.skyblock.tabhud.widget.hud,HudPowderWidget,Deficient Encapsulation
forkassn3,de.hysky.skyblocker.skyblock.tabhud.widget.hud,HudPowderWidget,Cyclic-Dependent Modularization
forkassn3,de.hysky.skyblocker.skyblock.tabhud.util,ScreenConst,Deficient Encapsulation
forkassn3,de.hysky.skyblocker.skyblock.tabhud.util,PlayerLocator,Imperative Abstraction
forkassn3,de.hysky.skyblocker.skyblock.tabhud.util,PlayerLocator,Deficient Encapsulation
forkassn3,de.hysky.skyblocker.skyblock.tabhud.util,PlayerLocator,Cyclic-Dependent Modularization
forkassn3,de.hysky.skyblocker.skyblock.tabhud.util,Ico,Deficient Encapsulation
forkassn3,de.hysky.skyblocker.skyblock.tabhud.util,Ico,Broken Modularization
forkassn3,de.hysky.skyblocker.skyblock.tabhud.util,PlayerListMgr,Deficient Encapsulation
forkassn3,de.hysky.skyblocker.skyblock.tabhud.util,PlayerListMgr,Cyclic-Dependent Modularization
forkassn3,de.hysky.skyblocker.skyblock.tabhud,TabHud,Deficient Encapsulation
forkassn3,de.hysky.skyblocker.skyblock.tabhud.screenbuilder.pipeline,StackStage,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.tabhud.screenbuilder.pipeline,AlignStage,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.tabhud.screenbuilder.pipeline,PlaceStage,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.tabhud.screenbuilder.pipeline,CollideStage,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.tabhud.screenbuilder,ScreenBuilder,Cyclic-Dependent Modularization
forkassn3,de.hysky.skyblocker.skyblock.tabhud.screenbuilder,ScreenMaster,Cyclic-Dependent Modularization
forkassn3,de.hysky.skyblocker.skyblock.entity,MobBoundingBoxes,Cyclic-Dependent Modularization
forkassn3,de.hysky.skyblocker.skyblock.entity,MobGlow,Cyclic-Dependent Modularization
forkassn3,de.hysky.skyblocker.skyblock.itemlist,SkyblockCraftingRecipe,Cyclic-Dependent Modularization
forkassn3,de.hysky.skyblocker.skyblock.itemlist,ResultButtonWidget,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.itemlist,ItemStackBuilder,Deficient Encapsulation
forkassn3,de.hysky.skyblocker.skyblock.itemlist,ItemStackBuilder,Cyclic-Dependent Modularization
forkassn3,de.hysky.skyblocker.skyblock.itemlist,ItemListWidget,Cyclic-Dependent Modularization
forkassn3,de.hysky.skyblocker.skyblock.itemlist,UpcomingEventsTab,Cyclic-Dependent Modularization
forkassn3,de.hysky.skyblocker.skyblock.itemlist,ItemRepository,Cyclic-Dependent Modularization
forkassn3,de.hysky.skyblocker.skyblock.itemlist,ItemListTab,Cyclic-Dependent Modularization
forkassn3,de.hysky.skyblocker.skyblock.fancybars,StatusBarsConfigScreen,Deficient Encapsulation
forkassn3,de.hysky.skyblocker.skyblock.fancybars,StatusBarsConfigScreen,Cyclic-Dependent Modularization
forkassn3,de.hysky.skyblocker.skyblock.fancybars,EditBarColorPopup,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.fancybars,FancyStatusBars,Deficient Encapsulation
forkassn3,de.hysky.skyblocker.skyblock.fancybars,FancyStatusBars,Cyclic-Dependent Modularization
forkassn3,de.hysky.skyblocker.skyblock.fancybars,StatusBar,Deficient Encapsulation
forkassn3,de.hysky.skyblocker.skyblock.fancybars,StatusBar,Cyclic-Dependent Modularization
forkassn3,de.hysky.skyblocker.skyblock.fancybars,StatusBar,Insufficient Modularization
forkassn3,de.hysky.skyblocker.skyblock.fancybars,OnClick,Cyclic-Dependent Modularization
forkassn3,de.hysky.skyblocker.skyblock.fancybars,EditBarWidget,Deficient Encapsulation
forkassn3,de.hysky.skyblocker.skyblock.fancybars,EditBarWidget,Cyclic-Dependent Modularization
forkassn3,de.hysky.skyblocker.skyblock.fancybars,BarPositioner,Cyclic-Dependent Modularization
forkassn3,de.hysky.skyblocker.skyblock.fancybars,BarPositioner,Insufficient Modularization
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle.waterboard,Waterboard,Deficient Encapsulation
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle.waterboard,Waterboard,Cyclic-Dependent Modularization
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle.waterboard,Cell,Deficient Encapsulation
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle.waterboard,SwitchCell,Deficient Encapsulation
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle.waterboard,Switch,Deficient Encapsulation
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle.boulder,Boulder,Cyclic-Dependent Modularization
forkassn3,de.hysky.skyblocker.skyblock.dungeon.puzzle.boulder,AStarComparator,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.dungeon.terminal,OrderTerminal,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.dungeon.terminal,OrderTerminal,Broken Hierarchy
forkassn3,de.hysky.skyblocker.skyblock.dungeon.terminal,TerminalSolver,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.dungeon.terminal,StartsWithTerminal,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.dungeon.terminal,StartsWithTerminal,Broken Hierarchy
forkassn3,de.hysky.skyblocker.skyblock.dungeon.terminal,ColorTerminal,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.dungeon.terminal,ColorTerminal,Broken Hierarchy
forkassn3,de.hysky.skyblocker.skyblock.dungeon.terminal,LightsOnTerminal,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.dungeon.terminal,LightsOnTerminal,Broken Hierarchy
forkassn3,de.hysky.skyblocker.skyblock.dungeon.partyfinder,PartyEntry,Deficient Encapsulation
forkassn3,de.hysky.skyblocker.skyblock.dungeon.partyfinder,PartyEntry,Cyclic-Dependent Modularization
forkassn3,de.hysky.skyblocker.skyblock.dungeon.partyfinder,Player,Deficient Encapsulation
forkassn3,de.hysky.skyblocker.skyblock.dungeon.partyfinder,NoParties,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.dungeon.partyfinder,YourParty,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.dungeon.partyfinder,YourParty,Deficient Encapsulation
forkassn3,de.hysky.skyblocker.skyblock.dungeon.partyfinder,PartyEntryListWidget,Deficient Encapsulation
forkassn3,de.hysky.skyblocker.skyblock.dungeon.partyfinder,PartyEntryListWidget,Cyclic-Dependent Modularization
forkassn3,de.hysky.skyblocker.skyblock.dungeon.partyfinder,OptionDropdownWidget,Cyclic-Dependent Modularization
forkassn3,de.hysky.skyblocker.skyblock.dungeon.partyfinder,Option,Cyclic-Dependent Modularization
forkassn3,de.hysky.skyblocker.skyblock.dungeon.partyfinder,FinderSettingsContainer,Cyclic-Dependent Modularization
forkassn3,de.hysky.skyblocker.skyblock.dungeon.partyfinder,RangedValueWidget,Cyclic-Dependent Modularization
forkassn3,de.hysky.skyblocker.skyblock.dungeon.partyfinder,PartyFinderScreen,Deficient Encapsulation
forkassn3,de.hysky.skyblocker.skyblock.dungeon.partyfinder,PartyFinderScreen,Cyclic-Dependent Modularization
forkassn3,de.hysky.skyblocker.skyblock.dungeon.partyfinder,PartyFinderScreen,Insufficient Modularization
forkassn3,de.hysky.skyblocker.skyblock.special,SpecialEffects,Cyclic-Dependent Modularization
forkassn3,de.hysky.skyblocker.skyblock.end,BeaconHighlighter,Deficient Encapsulation
forkassn3,de.hysky.skyblocker.skyblock.end,BeaconHighlighter,Cyclic-Dependent Modularization
forkassn3,de.hysky.skyblocker.skyblock.end,EndHudConfigScreen,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.end,EndHudWidget,Deficient Encapsulation
forkassn3,de.hysky.skyblocker.skyblock.end,EndHudWidget,Cyclic-Dependent Modularization
forkassn3,de.hysky.skyblocker.skyblock.end,TheEnd,Deficient Encapsulation
forkassn3,de.hysky.skyblocker.skyblock.end,TheEnd,Cyclic-Dependent Modularization
forkassn3,de.hysky.skyblocker.skyblock.end,EnderNodes,Cyclic-Dependent Modularization
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.slayers,SlayersPage,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.slayers,SlayerWidget,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.profileviewer,ProfileViewerScreen,Deficient Encapsulation
forkassn3,de.hysky.skyblocker.skyblock.profileviewer,ProfileViewerScreen,Cyclic-Dependent Modularization
forkassn3,de.hysky.skyblocker.skyblock.profileviewer,ProfileViewerTextWidget,Cyclic-Dependent Modularization
forkassn3,de.hysky.skyblocker.skyblock.profileviewer,ProfileViewerPage,Cyclic-Dependent Modularization
forkassn3,de.hysky.skyblocker.skyblock.profileviewer,ProfileViewerNavButton,Cyclic-Dependent Modularization
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.utils,SubPageSelectButton,Cyclic-Dependent Modularization
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.utils,LevelFinder,Deficient Encapsulation
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.utils,LevelInfo,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.utils,LevelInfo,Deficient Encapsulation
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.utils,ProfileViewerUtils,Deficient Encapsulation
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.utils,ProfileViewerUtils,Cyclic-Dependent Modularization
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,InventoryPage,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,Inventory,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory,PlayerInventory,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory.itemLoaders,InventoryItemLoader,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory.itemLoaders,ItemLoader,Imperative Abstraction
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory.itemLoaders,BackpackItemLoader,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory.itemLoaders,WardrobeInventoryItemLoader,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.inventory.itemLoaders,PetsInventoryItemLoader,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.dungeons,DungeonsPage,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.dungeons,DungeonsPage,Deficient Encapsulation
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.dungeons,DungeonClassWidget,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.skills,SkillsPage,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.skills,SkillWidget,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.profileviewer.collections,CollectionsPage,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.barn,TreasureHunter,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.barn,HungryHiker,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.item.tooltip.adders,NpcPriceTooltip,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.item.tooltip.adders,AccessoryTooltip,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.item.tooltip.adders,MuseumTooltip,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.item.tooltip.adders,BazaarPriceTooltip,Deficient Encapsulation
forkassn3,de.hysky.skyblocker.skyblock.item.tooltip.adders,LBinTooltip,Deficient Encapsulation
forkassn3,de.hysky.skyblocker.skyblock.item.tooltip.adders,ObtainedDateTooltip,Cyclic-Dependent Modularization
forkassn3,de.hysky.skyblocker.skyblock.item.tooltip.adders,AvgBinTooltip,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.item.tooltip.adders,DungeonQualityTooltip,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.item.tooltip.adders,SupercraftReminder,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.item.tooltip.adders,CraftPriceTooltip,Cyclic-Dependent Modularization
forkassn3,de.hysky.skyblocker.skyblock.item.tooltip,AccessoriesHelper,Cyclic-Dependent Modularization
forkassn3,de.hysky.skyblocker.skyblock.item.tooltip,TooltipManager,Cyclic-Dependent Modularization
forkassn3,de.hysky.skyblocker.skyblock.item.tooltip,TooltipAdder,Deficient Encapsulation
forkassn3,de.hysky.skyblocker.skyblock.item.tooltip,CompactorDeletorPreview,Deficient Encapsulation
forkassn3,de.hysky.skyblocker.skyblock.item.tooltip,BackpackPreview,Cyclic-Dependent Modularization
forkassn3,de.hysky.skyblocker.skyblock.item.tooltip,Storage,Cyclic-Dependent Modularization
forkassn3,de.hysky.skyblocker.skyblock.item.tooltip,CompactorPreviewTooltipComponent,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.item.tooltip,ItemTooltip,Deficient Encapsulation
forkassn3,de.hysky.skyblocker.skyblock.item.tooltip,ItemTooltip,Cyclic-Dependent Modularization
forkassn3,de.hysky.skyblocker.skyblock.item.slottext.adders,Dungeoneering,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.item.slottext.adders,DungeonClasses,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.item.slottext.adders,ReadyUp,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.item.slottext.adders,AttributeShardAdder,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.item.slottext.adders,RancherBootsSpeedAdder,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.item.slottext.adders,YourEssenceAdder,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.item.slottext.adders,EssenceShopAdder,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.item.slottext.adders,SkillLevelAdder,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.item.slottext.adders,PetLevelAdder,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.item.slottext.adders,CollectionAdder,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.item.slottext.adders,StatsTuningAdder,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.item.slottext.adders,MinionLevelAdder,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.item.slottext.adders,PowerStonesGuideAdder,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.item.slottext.adders,PrehistoricEggAdder,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.item.slottext.adders,PotionLevelAdder,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.item.slottext.adders,SkyblockLevelAdder,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.item.slottext,SlotTextManager,Cyclic-Dependent Modularization
forkassn3,de.hysky.skyblocker.skyblock.calculators,CalculatorCommand,Cyclic-Dependent Modularization
forkassn3,de.hysky.skyblocker.skyblock.chocolatefactory,TimeTowerReminder,Cyclic-Dependent Modularization
forkassn3,de.hysky.skyblocker.skyblock.chocolatefactory,ChocolateFactorySolver,Cyclic-Dependent Modularization
forkassn3,de.hysky.skyblocker.skyblock.chocolatefactory,Tooltip,Cyclic-Dependent Modularization
forkassn3,de.hysky.skyblocker.skyblock.chocolatefactory,EggFinder,Deficient Encapsulation
forkassn3,de.hysky.skyblocker.skyblock.chocolatefactory,EggFinder,Cyclic-Dependent Modularization
forkassn3,de.hysky.skyblocker.skyblock.experiment,ChronomatronSolver,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.experiment,ChronomatronSolver,Deficient Encapsulation
forkassn3,de.hysky.skyblocker.skyblock.experiment,ChronomatronSolver,Broken Hierarchy
forkassn3,de.hysky.skyblocker.skyblock.experiment,UltrasequencerSolver,Deficient Encapsulation
forkassn3,de.hysky.skyblocker.skyblock.experiment,UltrasequencerSolver,Broken Hierarchy
forkassn3,de.hysky.skyblocker.skyblock.experiment,SuperpairsSolver,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.experiment,SuperpairsSolver,Broken Hierarchy
forkassn3,de.hysky.skyblocker.skyblock.events,EventNotifications,Deficient Encapsulation
forkassn3,de.hysky.skyblocker.skyblock.events,EventNotifications,Cyclic-Dependent Modularization
forkassn3,de.hysky.skyblocker.skyblock.events,JacobEventToast,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.events,EventToast,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.skyblock.quicknav,QuickNavButton,Unutilized Abstraction
forkassn3,de.hysky.skyblocker.debug,SnapshotDebug,Cyclic-Dependent Modularization
forkassn3,de.hysky.skyblocker.debug,Debug,Cyclic-Dependent Modularization
